id,Project,Subject,Type,Parent,Status,Priority,Author,Assignee,Updated on,Category,Version,Created on,Story Points,Remaining hours,Description
578018,Android,When we click on back from listing screen by sending the enquiry it is redirecting to the requirement screen,Product Bug,,Closed,Medium,Sachin Naik,Duddu Yuvaraju,2025-04-04T05:59:51Z,Search_webview,Android-13.4.6_S2,2025-04-01T13:59:48Z,,,"### **Actual Behavior**

When we click on back from listing screen by sending the enquiry it is redirecting to the requirement screen

### **Expected Behavior**

When we click on back from listing screen by sending the enquiry it should redirect to the page from where enquiry is sent other than the requirement screen

### **Steps to reproduce:**

1.  Login with buyer 7760160027
2.  Navigate to buyer webview pages 
3.  Click on get best price cta 
4.  Submit the enquiry 
5.  Click on chat with seller cta and land to the chat 
6.  Now click on back cta it will be landing to the listing screen 
7.  Now click again back cta observe it is redirecting to the requirement screen other then page where the enquiry cta is clicked 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
578020,Android,In case of zero BL balance clicking on view tender info cta from mailer sub plan screen is not opening,Product Bug,,Closed,Low,Priyanka Chittimelli,Braj Mohan,2025-07-14T11:41:46Z,BuyLeads,Android-13.4.6_S2,2025-04-01T14:24:22Z,,,"### **Actual Behavior**

In case of zero BL balance clicking on view tender info cta from mailer sub plan screen is not opening

### **Expected Behavior**

Subplan screen should be opened.

### **Steps to reproduce:**

1.  Login as 1435463454.
2.  Navigate to tender mailer
3.  Click on view tender info cta on mailer
4.  Observe that it&#39;s not redirecting to subplan screen.

### **Test Environment**:

1.  **Device:** iqoo z9 5g Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 14"
578021,Android,Next cta is not displaying in gallery and footer is visible when we try to select the photo in PBR journey ,Product Bug,,Closed,Medium,Sachin Naik,Tarun Yadav,2025-04-07T05:01:23Z,Buyer Common,Android-13.4.6_S2,2025-04-01T14:28:16Z,,,"### **Actual Behavior**

Next cta is not displaying in gallery and footer is visible when we try to select the photo in PBR journey 

### **Expected Behavior**

Footer should not visible in gallery and next cta should display 

### **Steps to reproduce:**

1.  Login with buyer 7760160027
2.  Navigate to pbr screen 
3.  Fill the isq 
4.  Click on add photo cta and redirect to the gallery 
5.  Observe the footer menu is displaying and next cta is not visible 

### **Test Environment**:

1.  **Device:vivo y21e**
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
578056,Android,Message sent from bizfeed is not shown in real time on conversation screen,Product Bug,,Closed,Medium,Shubham Panigrahi,Anuj Vishwakarma,2025-07-08T11:48:49Z,BMC_WEBVIEW,Android-13.4.6_S2,2025-04-02T04:33:02Z,,,"### **Actual Behavior**

Message sent from bizfeed is not shown in real time on conversation screen for even glid free seller

It is replicating for odd users as well

### **Expected Behavior**

Message sent from bizfeed should be  shown in real time on conversation screen

### **Steps to reproduce:**

1.  login as 6650483754
2.  sent message from any buyer card in bizfeed (template/reply )
3.  check the message in bmc conversation screen
4.  The message sent is shown after opening same conversation second time

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 14
4."
578060,Android,The app rating pop-up does not appear after submitting an enquiry from the WebView search page,Product Bug,,Closed,Medium,Sharan S,Ayush Singh,2025-06-12T06:41:00Z,Search_webview,Android-13.4.6_T1,2025-04-02T04:52:13Z,,,"### **Actual Behavior**

The app rating pop-up does not appear after submitting an enquiry from the WebView search page.

### **Expected Behavior**

After the user submits an enquiry from the WebView search page, the app should display a rating pop-up, prompting the user to provide feedback or rate the app.

### **Steps to reproduce:**

1.  Login with 1233547888
2.  Search any product
3.  Send an enquiry
4.  Navigate back to search page
5.  App rating pop-up doesn&#39;t appear

### **Test Environment**:"
578066,Android,"After submitting an enquiry from the webview search page, if the user clicks the back button, they are navigated to the search bar with the entered text instead of the search page",Product Bug,,Closed,Medium,Sharan S,Ayush Singh,2025-05-19T05:56:06Z,Search_webview,Android-13.4.6_S2,2025-04-02T04:59:24Z,,,"### **Actual Behavior**

After submitting an enquiry from the webview search page, if the user clicks the back button, they are navigated to the search bar with the entered text instead of the search page

### **Expected Behavior**

After submitting an enquiry, when the user clicks the back button, they should be navigated back to the **search page** with the previous search results intact, rather than just the search bar with text.

### **Steps to reproduce:**

1.  Login with 123547888
2.  Search any product
3.  Send an enquiry
4.  From enquiry sent screen click back button
5.  User is redirected to search bar not on result page

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
578071,Android,UI issue on click 'Contact Buyer Now' CTA,Product Bug,,Closed,Low,Anmol Goyal,,2025-07-22T06:41:15Z,BuyLeads,,2025-04-02T05:05:20Z,,,"### **Actual Behavior**

UI issue on click &#39;Contact Buyer Now&#39; CTA

### **Expected Behavior**

Grey space should not be visible after clicking Contact Buyer Now

### **Steps to reproduce:**

1.  Go to android application.
2.  Go to seller Tools&gt;&gt;Buyleads
3.  Click on Contact Buyer Now 
4.  Observe that grey space is visible 

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Production
3.  **Operating System:**  
4.  **Browser/Version:** 

###   

### **User Type**

 Indian 

### **Bug Type**

Specify the bug types: UI/UX

### **Bug Source**

Specify the bug sources: Launch"
578078,Android,In new UI of filters on BL listing Clicking on detect my location from search city cta the filter is not being applied.,Product Bug,,Closed,Medium,Priyanka Chittimelli,Priyanshu Gaurav,2025-04-04T05:47:52Z,BuyLeads,Android-13.4.6_S2,2025-04-02T05:18:21Z,,,"### **Actual Behavior**

Clicking on detect my location from search city cta the filter is not being applied.

### **Expected Behavior**

Clicking on detect my location from search city cta the filter should be applied.

### **Steps to reproduce:**

1.  Login as 1000001996.
2.  Navigate to buyleads
3.  Click on search city cta and click on detect my location cta
4.  Observe that the filter is not being applied.

### **Test Environment**:

1.  **Device:** IQOO Z9 5G Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 14"
578097,Android,Quantity can skip when we click on unit and clicking on flier icon without entering the quantity ,Product Bug,,Closed,Medium,Sachin Naik,Tarun Yadav,2025-04-04T05:55:53Z,Buyer Common,Android-13.4.6_S2,2025-04-02T05:47:14Z,,,"### **Actual Behavior**

Quantity can skip when we click on unit and clicking on flier icon without entering the quantity 

### **Expected Behavior**

Quantity should not be skipped 

### **Steps to reproduce:**

1.  Login with 1362558888
2.  Navigate to Pbr screen of any product 
3.  Now in quantity question 
4.  Just click on unit
5.  Now click on flier icon 
6.  Observe it is redirecting to the next question instead of throwing error 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
578100,Android,Zero quantity is accepting in MBR page when we edit the requirement ,Product Bug,,Closed,Low,Sachin Naik,Duddu Yuvaraju,2025-05-27T12:30:25Z,Buyer Common,Android-13.4.6_S2,2025-04-02T05:52:33Z,,,"### **Actual Behavior**

Zero quantity is accepting in MBR page when we edit the requirement 

### **Expected Behavior**

Zero quantity should not accept error should display 

### **Steps to reproduce:**

1.  Login with buyer 
2.  Post an pbr and submit
3.  Now navigate to my order page 
4.  Click on posted pbr 
5.  Click on add detail cta 
6.  Now in quantity enter zero as quantity 
7.  Click on submit the pbr 
8.  Observe it is accepting 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System: Android 12**"
578101,IM-iOS Native,Flickering is seen on the BMC listing screens when navigating  from the other screens.,Product Bug,,Bugs Treatment,Medium,Aditya Rai,Prabhleen Kaur,2025-07-02T10:03:09Z,Web View BMC,,2025-04-02T05:53:39Z,,,"### **Actual Behavior**

Flickering is seen on the BMC listing screens when navigating from the other screens.

### **Expected Behavior**

Smooth landing on the BMC listing should be seen.

### **Steps to reproduce:**

1.  Login to the Buyer
2.  Now move to fav page
3.  Now navigate to BMC listing screen
4.  Flickering is seen on the listing.

### **Test Environment**:

1.  **Device:** Iphone 11
2.  **Environment**: Stage
3.  **Operating System:** IOS 18.3.1"
578107,Android,Back arrow is not clickable when we land to the chat by sending the enquiry ,Product Bug,,Closed,Medium,Sachin Naik,Duddu Yuvaraju,2025-04-04T06:01:42Z,Search_webview,Android-13.4.6_S2,2025-04-02T06:00:23Z,,,"### **Actual Behavior**

Back arrow is not clickable when we land to the chat by sending the enquiry 

### **Expected Behavior**

Back arrow should work fine 

### **Steps to reproduce:**

1.  Login with buyer 
2.  Navigate to buyer pages 
3.  Click on get best price cta 
4.  Submit the enquiry 
5.  Now click on chat with seller and land to the chat 
6.  click on back arrow it is not working 

### **Test Environment**:

1.  **Device:** vivoy21e 
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
578120,Android,App is crashed while sharing ask for review template on whatsapp ,Product Bug,,Closed,Medium,Shubham Panigrahi,Duddu Yuvaraju,2025-04-04T05:15:48Z,LeadManager,Android-13.4.6_S2,2025-04-02T06:24:57Z,,,"### **Actual Behavior**

App is crashed while sharing ask for review template on whatsapp 

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  Go to page X
2.  Click on button Y
3.  Select Foo
4.  Crashlytic link - https://console.firebase.google.com/project/artful-affinity-634/crashlytics/app/android:com.indiamart.m/issues/3a2037b78cfcda46e42f738022ae3b9c?time=last-seven-days&amp;types=crash,ANR&amp;versions=13.4.6\_S231MAR25%20(674)&amp;sessionEventKey=67EBA6A4002A00017DA974D85F788D73\_2066707657361473987

### **Test Environment**:

1.  **Device:** Realme 10 pro plus
2.  **Environment**: Stage
3.  **Operating System:** android 14"
578121,IM-iOS Native,Recommended products widget is not seen in Buyer dashboard.,Product Bug,,Closed,Medium,freeda fernandes,Pratik Singh,2025-04-08T05:23:35Z,Buyer Dashboard,,2025-04-02T06:26:56Z,,,"### **Actual Behavior**

Recommended products widget is not seen in Buyer dashboard

### **Expected Behavior**

Recommended products widget should be seen in Buyer dashboard post visiting any PDP.

### **Steps to reproduce:**

1.  Login as Buyer/free seller.
2.  Visiti PDP of any product.
3.  Navigate to Buyer dashboard.
4.  Recommended products widget is not seen.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.3

###"
578124,Android,{Intermittent}The app crashes when the voice icon in the attachment menu of the LMS conversation screen is clicked.,Product Bug,,Closed,Medium,Shubham Panigrahi,Sumit Ranjan,2025-04-04T05:14:52Z,LeadManager,Android-13.4.6_S2,2025-04-02T06:29:02Z,,,"### **Actual Behavior**

The app crashes when the voice icon in the attachment menu of the LMS conversation screen is clicked.

Above issue is replicating for both Non IM Insta and IM Insta seller

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  Login as any Non IM Insta paid seller
2.  go to conversation screen
3.  click on attachments
4.  clik on voice icon
5.  Allow the storage permission
6.  voice recording option for Non IM insta seller is opening.
7.  Same is happening for IM insta seller when clicked on voice icon
8.  On clicking back app is crashed.
9.  This issue replicating only once after permission is allowed.
10.  On clicking voice icon second time voice to text popup opening.
11.  Crashlytic link - https://console.firebase.google.com/project/artful-affinity-634/crashlytics/app/android:com.indiamart.m/issues/d30aa867d29749cc56364f54a4a6aa4d?time=last-seven-days&amp;types=crash,ANR&amp;versions=13.4.6\_S231MAR25%20(674)&amp;sessionEventKey=67ECB3CE002F00011E95ED4E84676602\_2067004510004961351

### **Test Environment**:

1.  **Device:** Motorola g32
2.  **Environment**: Stage
3.  **Operating System:** android 13

###"
